timestamp,burst
1439478178881300,1
1439478178943799,1
1439478179006301,1
1439478179068802,1
1439478179131303,1
1439478179193804,1
1439478179256303,1
1439478179318803,1
1439478179381306,1
1439478179443807,1
1439478179506308,1
1439478179568807,1
1439478179631312,1
1439478179693810,1
1439478179756311,1
1439478179818813,1
1439478179881312,1
1439478179943813,1
1439478180006314,1
1439478180068814,1
1439478180131315,1
1439478180193815,1
1439478180256316,1
1439478180318817,1
1439478180381322,1
1439478180443818,1
1439478180506320,1
1439478180568821,1
1439478180631321,1
1439478180693823,1
1439478180756323,1
1439478180818825,1
1439478180881325,1
1439478180943826,1
1439478181006343,1
1439478181068828,1
1439478181131329,1
1439478181193844,1
1439478181256331,1
1439478181318832,1
1439478181381332,1
1439478181443834,1
1439478181506334,1
1439478181568837,1
1439478181631336,1
1439478181693837,1
1439478181756339,1
1439478181818839,1
1439478181881342,1
1439478181943841,1
1439478182006344,1
1439478182068844,1
1439478182131344,1
1439478182193845,1
1439478182256346,1
1439478182318847,1
1439478182381348,1
1439478182443849,1
1439478182506350,1
1439478182568851,1
1439478182631351,1
1439478182693852,1
1439478182756353,1
1439478182818855,1
1439478182881357,1
1439478182943858,1
1439478183006357,1
1439478183068858,1
1439478183131359,1
1439478183193860,1
1439478183256361,1
1439478183318862,1
1439478183381363,1
1439478183443864,1
1439478183506367,1
1439478183568866,1
1439478183631367,1
1439478183693869,1
1439478183756368,1
1439478183818870,1
1439478183881371,1
1439478183943872,1
1439478184006378,1
1439478184068873,1
1439478184131374,1
1439478184193876,1
1439478184256376,1
1439478184318878,1
1439478184381378,1
1439478184443879,1
1439478184506383,1
1439478184568881,1
1439478184631382,1
1439478184693883,1
1439478184756384,1
1439478184818885,1
1439478184881385,1
1439478184943887,1
1439478185006387,1
1439478185068888,1
1439478185131390,1
1439478185193891,1
1439478185256391,1
1439478185318892,1
1439478185381393,1
1439478185443894,1
1439478185506396,1
1439478185568898,1
1439478185631397,1
1439478185693898,1
1439478185756399,1
1439478185818900,1
1439478185881403,1
1439478185943905,1
1439478186006405,1
1439478186068904,1
1439478186193905,1
1439478186256409,1
1439478186318909,1
1439478186381412,1
1439478186443909,1
1439478186506412,1
1439478186631414,1
1439478186693912,1
1439478186756413,1
1439478186818917,1
1439478186881416,1
1439478187006419,1
1439478187068920,1
1439478187131419,1
1439478187193921,1
1439478187318919,1
1439478187381420,1
1439478187443921,1
1439478187506422,1
1439478187631423,1
1439478187693924,1
1439478187756425,1
1439478187818926,1
1439478187943928,1
1439478188006429,1
1439478188068929,1
1439478188131430,1
1439478188193931,1
1439478188256432,1
1439478188381433,1
1439478188443936,1
1439478188506436,1
1439478188568935,1
1439478188693936,1
1439478188756438,1
1439478188818939,1
1439478188881440,1
1439478188943941,1
1439478189006444,1
1439478189131444,1
1439478189193945,1
1439478189256447,1
1439478189318946,1
1439478189381446,1
1439478189506449,1
1439478189568948,1
1439478189631453,1
1439478189693951,1
1439478189756451,1
1439478189881452,1
1439478189943958,1
1439478190006456,1
1439478190068956,1
1439478190131456,1
1439478190193957,1
1439478190318958,1
1439478190381459,1
1439478190443962,1
1439478190568964,1
1439478190631462,1
1439478190693963,1
1439478190756464,1
1439478190818964,1
1439478190943966,1
1439478191006466,1
1439478191068969,1
1439478191131470,1
1439478191256469,1
1439478191318970,1
1439478191381472,1
1439478191443976,1
1439478191506476,1
1439478191568975,1
1439478191693976,1
1439478191756476,1
1439478191818977,1
1439478191881479,1
1439478192006481,1
1439478192068980,1
1439478192131482,1
1439478192193982,1
1439478192256483,1
1439478192318984,1
1439478192443986,1
1439478192506488,1
1439478192568989,1
1439478192631489,1
1439478192756492,1
1439478192818990,1
1439478192881493,1
1439478192943993,1
1439478193006493,1
1439478193068994,1
1439478193193997,1
1439478193256496,1
1439478193318997,1
1439478193381499,1
1439478193506499,1
1439478193569003,1
1439478193631504,1
1439478193694004,1
1439478193756505,1
1439478193819006,1
1439478193944006,1
1439478194006505,1
1439478194069008,1
1439478194194011,1
1439478194256510,1
1439478194319012,1
1439478194381514,1
1439478194444011,1
1439478194569015,1
1439478194631517,1
1439478194694014,1
1439478194756516,1
1439478194819017,1
1439478194944019,1
1439478195006519,1
1439478195069020,1
1439478195194021,1
1439478195256522,1
1439478195319022,1
1439478195381523,1
1439478195444024,1
1439478195569026,1
1439478195631526,1
1439478195694033,1
1439478195756528,1
1439478195819029,1
1439478195944030,1
1439478196006531,1
1439478196069032,1
1439478196131535,1
1439478196256533,1
1439478196319035,1
1439478196381535,1
1439478196444036,1
1439478196506538,1
1439478196569039,1
1439478196694039,1
1439478196756540,1
1439478196819041,1
1439478196881547,1
1439478196944043,1
1439478197006546,1
1439478197131547,1
1439478197194046,1
1439478197256547,1
1439478197319051,1
1439478197381549,1
1439478197506555,1
1439478197569052,1
1439478197631554,1
1439478197694055,1
1439478197756555,1
1439478197819055,1
1439478197944056,1
1439478198006559,1
1439478198069060,1
1439478198131564,1
1439478198194067,1
1439478198319062,1
1439478198381564,1
1439478198444065,1
1439478198569064,1
1439478198631565,1
1439478198694064,1
1439478198756563,1
1439478198819065,1
1439478198944065,1
1439478199006565,1
1439478199069066,1
1439478199131567,1
1439478199194066,1
1439478199319069,1
1439478199381567,1
1439478199444067,1
1439478199506568,1
1439478199631568,1
1439478199694069,1
1439478199756572,1
1439478199819070,1
1439478199881571,1
1439478199944075,1
1439478200006574,1
1439478200069073,1
1439478200131575,1
1439478200194073,1
1439478200256578,1
1439478200319074,1
1439478200381575,1
1439478200444075,1
1439478200506578,1
1439478200569078,1
1439478200631578,1
1439478200694079,1
1439478200756581,1
1439478200819080,1
1439478200881581,1
1439478200944082,1
1439478201006582,1
1439478201069083,1
1439478201131587,1
1439478201194085,1
1439478201256587,1
1439478201319087,1
1439478201381589,1
1439478201444091,1
1439478201506591,1
1439478201569090,1
1439478201631593,1
1439478201694092,1
1439478201756593,1
1439478201819094,1
1439478201881593,1
1439478201944095,1
1439478202006597,1
1439478202069096,1
1439478202131597,1
1439478202194097,1
1439478202256601,1
1439478202319100,1
1439478202381601,1
1439478202444103,1
1439478202506602,1
1439478202569104,1
1439478202631605,1
1439478202694105,1
1439478202756607,1
1439478202819105,1
1439478202881606,1
1439478202944108,1
1439478203006610,1
1439478203069110,1
1439478203131611,1
1439478203194112,1
1439478203256612,1
1439478203319114,1
1439478203381616,1
1439478203444116,1
1439478203506616,1
1439478203569119,1
1439478203631617,1
1439478203694118,1
1439478203756621,1
1439478203819119,1
1439478203881621,1
1439478203944121,1
1439478204006636,1
1439478204069122,1
1439478204131622,1
1439478204194123,1
1439478204256624,1
1439478204319126,1
1439478204381640,1
1439478204444131,1
1439478204506631,1
1439478204569128,1
1439478204631629,1
1439478204694131,1
1439478204756631,1
1439478204819132,1
1439478204881633,1
1439478204944134,1
1439478205006635,1
1439478205069138,1
1439478205131636,1
1439478205194137,1
1439478205256639,1
1439478205319138,1
1439478205381640,1
1439478205444144,1
1439478205506640,1
1439478205569142,1
1439478205631645,1
1439478205694145,1
1439478205756644,1
1439478205819145,1
1439478205881647,1
1439478205944147,1
1439478206006648,1
1439478206069148,1
1439478206131649,1
1439478206194153,1
1439478206256651,1
1439478206319151,1
1439478206381652,1
1439478206444153,1
1439478206506655,1
1439478206569156,1
1439478206631656,1
1439478206694157,1
1439478206756659,1
1439478206819159,1
1439478206881664,1
1439478206944162,1
1439478207006663,1
1439478207069163,1
1439478207131665,1
1439478207194165,1
1439478207256666,1
1439478207319167,1
1439478207381670,1
1439478207444171,1
1439478207506670,1
1439478207569174,1
1439478207631678,1
1439478207694173,1
1439478207756677,1
1439478207819174,1
1439478207881677,1
1439478207944177,1
1439478208006681,1
1439478208069179,1
1439478208131680,1
1439478208194184,1
1439478208256681,1
1439478208319181,1
1439478208381684,1
1439478208444187,1
1439478208506684,1
1439478208569185,1
1439478208631688,1
1439478208694187,1
1439478208756688,1
1439478208819189,1
1439478208881690,1
1439478208944191,1
1439478209006692,1
1439478209069193,1
1439478209131697,1
1439478209194195,1
1439478209256699,1
1439478209319197,1
1439478209381698,1
1439478209444199,1
1439478209506702,1
1439478209569201,1
1439478209631702,1
1439478209694203,1
1439478209756706,1
1439478209819205,1
1439478209881711,1
1439478209944209,1
1439478210006708,1
1439478210069212,1
1439478210131710,1
1439478210194214,1
1439478210256714,1
1439478210319214,1
1439478210381716,1
1439478210444215,1
1439478210506719,1
1439478210569217,1
1439478210631722,1
1439478210694222,1
1439478210756721,1
1439478210819226,1
1439478210881725,1
1439478210944225,1
1439478211006727,1
1439478211069227,1
1439478211131726,1
1439478211194227,1
1439478211256728,1
1439478211319229,1
1439478211381730,1
1439478211444231,1
1439478211506735,1
1439478211569233,1
1439478211631734,1
1439478211694236,1
1439478211756736,1
1439478211819242,1
1439478211944237,1
1439478212006739,1
1439478212069240,1
1439478212131740,1
1439478212194242,1
1439478212319242,1
1439478212381744,1
1439478212444247,1
1439478212506746,1
1439478212569247,1
1439478212631748,1
1439478212756748,1
1439478212819249,1
1439478212881750,1
1439478212944251,1
1439478213006755,1
1439478213131753,1
1439478213194257,1
1439478213256757,1
1439478213319256,1
1439478213381758,1
1439478213444258,1
1439478213569262,1
1439478213631762,1
1439478213694261,1
1439478213756762,1
1439478213819276,1
1439478213881763,1
1439478214006765,1
1439478214069265,1
1439478214131767,1
1439478214194269,1
1439478214256770,1
1439478214319269,1
1439478214444270,1
1439478214506771,1
1439478214569272,1
1439478214631773,1
1439478214694278,1
1439478214756779,1
1439478214881778,1
1439478214944279,1
1439478215006781,1
1439478215069280,1
1439478215131780,1
1439478215194282,1
1439478215319283,1
