timestamp,burst,ins_status,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw,serie
1418840340868448,1,INS_SOLUTION_GOOD,51.760606,-1.261336,109.756874,5735842.83694,619991.570085,-109.756874,30U,1.142503,-1.334916,0.005317,0.027009,-0.002182,5.437395,1
1418840341805839,1,INS_SOLUTION_GOOD,51.760618,-1.261359,109.639946,5735844.155,619989.959681,-109.639946,30U,1.614512,-1.623266,0.024484,0.021796,-0.00638,5.520003,1
1418840342555751,1,INS_SOLUTION_GOOD,51.760631,-1.261379,109.546123,5735845.56165,619988.545675,-109.546123,30U,2.177109,-1.625035,0.043429,0.001235,-0.007645,5.669456,1
1418840343243171,1,INS_SOLUTION_GOOD,51.760646,-1.261396,109.48003,5735847.18342,619987.356451,-109.48003,30U,2.573588,-1.278763,0.043945,-5.6e-05,-0.006098,5.84904,1
1418840343930590,1,INS_SOLUTION_GOOD,51.760664,-1.261407,109.452969,5735849.10404,619986.533855,-109.452969,30U,2.991389,-1.001639,0.044596,0.000335,0.001106,5.980256,1
1418840346742763,1,INS_SOLUTION_GOOD,51.760751,-1.261444,109.610168,5735858.74336,619983.756189,-109.610168,30U,3.308153,-0.578666,-0.050411,-0.005598,0.003555,6.111151,2
1418840347367690,1,INS_SOLUTION_GOOD,51.760769,-1.261451,109.60912,5735860.72888,619983.245542,-109.60912,30U,3.123627,-0.560532,0.014247,-0.013229,-0.007571,6.110961,2
1418840348055109,1,INS_SOLUTION_GOOD,51.760787,-1.261456,109.580317,5735862.77904,619982.827657,-109.580317,30U,2.937403,-0.532357,0.068671,-0.011947,-0.002502,6.111757,2
1418840348680037,1,INS_SOLUTION_GOOD,51.760804,-1.261462,109.286162,5735864.67351,619982.378021,-109.286162,30U,2.781944,-0.538258,-0.025224,-0.013969,-0.004762,6.095047,2
1418840349304963,1,INS_SOLUTION_GOOD,51.760821,-1.26147,108.955126,5735866.4894,619981.73431,-108.955126,30U,2.617658,-0.654902,0.083766,-0.012907,-0.009301,6.040303,2
1418840353991917,1,INS_SOLUTION_GOOD,51.760872,-1.261567,108.57544,5735872.0174,619974.916969,-108.57544,30U,-0.309043,-1.375212,0.081758,0.049545,-0.000173,4.493933,3
1418840355491742,1,INS_SOLUTION_GOOD,51.760866,-1.261594,108.622884,5735871.32836,619973.091321,-108.622884,30U,-0.559264,-1.122015,0.054139,0.043717,0.013844,4.27619,3
1418840358678870,1,INS_SOLUTION_GOOD,51.760861,-1.261616,108.486255,5735870.68263,619971.591457,-108.486255,30U,-0.049514,-0.015338,0.05093,0.042223,0.010089,4.30306,3
