timestamp,burst,ins_status,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw,serie
1422953159294626,1,INS_SOLUTION_GOOD,51.760889,-1.261576,111.290224,5735873.86219,619974.28025,-111.290224,30U,-0.150063,-0.947013,0.029298,0.043799,-0.000611,4.580479,3
1422953162231741,1,INS_SOLUTION_GOOD,51.760884,-1.261602,111.392792,5735873.26103,619972.474333,-111.392792,30U,-0.11239,-0.225696,0.009371,0.036374,0.001591,4.412035,3
1422953169668264,1,INS_SOLUTION_GOOD,51.760881,-1.261607,111.599433,5735872.92272,619972.178425,-111.599433,30U,-0.04777,-0.130742,-0.012033,0.03668,0.00025,4.409447,3
1422953175917444,1,INS_SOLUTION_GOOD,51.760877,-1.261614,111.806628,5735872.46273,619971.650687,-111.806628,30U,-0.226778,-0.682665,-0.047103,0.037493,0.000941,4.412383,3
1422953177542230,1,INS_SOLUTION_GOOD,51.760871,-1.261634,111.865281,5735871.76319,619970.329109,-111.865281,30U,-0.492208,-1.523566,-0.066689,0.039933,0.001414,4.410271,3
1422953183166492,1,INS_SOLUTION_GOOD,51.760839,-1.261763,111.975248,5735868.00517,619961.481993,-111.975248,30U,-0.390411,-0.740165,-0.006169,0.038161,-0.041644,4.235133,4
1422953191102950,1,INS_SOLUTION_GOOD,51.760835,-1.261778,111.748846,5735867.54364,619960.466529,-111.748846,30U,0.02635,0.013025,-0.041693,0.045382,-0.047289,4.15996,4
1422953197164655,1,INS_SOLUTION_GOOD,51.760828,-1.261796,111.478011,5735866.73315,619959.257158,-111.478011,30U,-1.015691,-1.184455,0.065015,0.026012,-0.032086,3.98398,4
1422953198164522,1,INS_SOLUTION_GOOD,51.760814,-1.261816,111.379927,5735865.15098,619957.900893,-111.379927,30U,-2.302866,-1.409629,0.059611,0.046402,0.037367,3.665834,4
1422953198851932,1,INS_SOLUTION_GOOD,51.760796,-1.261828,111.467572,5735863.15215,619957.146883,-111.467572,30U,-3.295551,-0.812226,-0.154043,0.002117,0.02698,3.359058,4
1422953201101637,1,INS_SOLUTION_GOOD,51.760707,-1.2618,111.598279,5735853.29883,619959.274272,-111.598279,30U,-5.195554,1.9065,-0.041077,-0.014897,0.000128,2.793788,5
1422953201476588,1,INS_SOLUTION_GOOD,51.760689,-1.261789,111.607216,5735851.31478,619960.111055,-111.607216,30U,-5.369159,2.079934,-0.049487,-0.021285,-0.003001,2.779294,5
1422953201851538,1,INS_SOLUTION_GOOD,51.760671,-1.261777,111.61705,5735849.2744,619960.968249,-111.61705,30U,-5.469618,2.187613,-0.001199,-0.017036,-0.001059,2.772993,5
1422953202226490,1,INS_SOLUTION_GOOD,51.760652,-1.261765,111.576837,5735847.27058,619961.834301,-111.576837,30U,-5.556188,2.233133,-0.134167,-0.015853,-0.002095,2.765262,5
1422953202601441,1,INS_SOLUTION_GOOD,51.760633,-1.261753,111.589154,5735845.16872,619962.757224,-111.589154,30U,-5.62904,2.315685,-0.022664,-0.019677,-0.003756,2.758356,5
1422953204226227,1,INS_SOLUTION_GOOD,51.760549,-1.261695,111.579034,5735835.89165,619966.98097,-111.579034,30U,-5.872406,2.558165,-0.045002,-0.023471,-0.001148,2.741806,6
1422953204538686,1,INS_SOLUTION_GOOD,51.760532,-1.261683,111.590152,5735834.02266,619967.846977,-111.590152,30U,-5.930673,2.557661,-0.050853,-0.02238,-0.005736,2.741121,6
1422953204851145,1,INS_SOLUTION_GOOD,51.760515,-1.261671,111.589653,5735832.13814,619968.721313,-111.589653,30U,-5.982569,2.592881,0.019775,-0.01997,0.000959,2.742042,6
1422953205226096,1,INS_SOLUTION_GOOD,51.760495,-1.261657,111.645031,5735829.96351,619969.696137,-111.645031,30U,-6.014165,2.594247,-0.082068,-0.011965,0.003186,2.742998,6
1422953205538555,1,INS_SOLUTION_GOOD,51.760478,-1.261645,111.672372,5735828.05519,619970.577669,-111.672372,30U,-6.040638,2.626293,-0.033945,-0.014269,-0.013083,2.742084,6
1422953207038358,1,INS_SOLUTION_GOOD,51.760395,-1.261588,111.698396,5735818.94662,619974.769271,-111.698396,30U,-6.200281,2.671611,0.050879,-0.014543,-0.00427,2.745165,7
1422953207350817,1,INS_SOLUTION_GOOD,51.760377,-1.261576,111.741654,5735816.92531,619975.650667,-111.741654,30U,-6.211015,2.671298,-0.058381,-0.003136,0.000633,2.7486,7
1422953207663276,1,INS_SOLUTION_GOOD,51.76036,-1.261564,111.766172,5735815.08116,619976.485389,-111.766172,30U,-6.215974,2.605543,-0.004899,0.004474,-0.011197,2.749776,7
1422953207975736,1,INS_SOLUTION_GOOD,51.760342,-1.261552,111.75257,5735813.1186,619977.37375,-111.75257,30U,-6.181925,2.626815,-0.003915,-0.001136,-0.005438,2.751746,7
1422953208288194,1,INS_SOLUTION_GOOD,51.760325,-1.26154,111.771885,5735811.25248,619978.224764,-111.771885,30U,-6.157279,2.586764,0.00229,0.006794,-0.00561,2.750852,7
1422953209850489,1,INS_SOLUTION_GOOD,51.76024,-1.261484,111.812318,5735801.83156,619982.369568,-111.812318,30U,-5.895921,2.333022,0.044716,-0.003244,-0.008909,2.774697,8
1422953210225440,1,INS_SOLUTION_GOOD,51.76022,-1.261471,111.821913,5735799.68888,619983.261948,-111.821913,30U,-5.873996,2.325951,0.016629,0.001866,-0.003438,2.777387,8
1422953210537911,1,INS_SOLUTION_GOOD,51.760203,-1.261461,111.830165,5735797.83018,619984.043116,-111.830165,30U,-5.857394,2.286892,-0.040952,0.000331,-0.007811,2.781014,8
1422953210850359,1,INS_SOLUTION_GOOD,51.760186,-1.26145,111.830395,5735795.97752,619984.810782,-111.830395,30U,-5.827798,2.277063,0.01976,0.001694,-0.008073,2.786749,8
1422953211225309,1,INS_SOLUTION_GOOD,51.760167,-1.261438,111.817813,5735793.85288,619985.679635,-111.817813,30U,-5.809471,2.238772,-0.005114,-0.006139,-0.010203,2.791751,8
1422953212850095,1,INS_SOLUTION_GOOD,51.760082,-1.261389,111.766699,5735784.50061,619989.311883,-111.766699,30U,-5.583671,1.956275,0.015278,-0.001969,-0.015165,2.813685,9
1422953213225046,1,INS_SOLUTION_GOOD,51.760064,-1.261379,111.739634,5735782.43373,619990.038459,-111.739634,30U,-5.522096,1.9236,-0.040495,-0.005375,-0.003218,2.817466,9
1422953213599995,1,INS_SOLUTION_GOOD,51.760045,-1.261369,111.752013,5735780.36497,619990.809148,-111.752013,30U,-5.460221,1.884549,0.119723,0.005744,-0.015041,2.822176,9
1422953213974948,1,INS_SOLUTION_GOOD,51.760026,-1.261359,111.722124,5735778.30914,619991.56558,-111.722124,30U,-5.437412,1.87309,0.031329,0.014984,-0.013622,2.827484,9
1422953214349899,1,INS_SOLUTION_GOOD,51.760007,-1.261348,111.707857,5735776.20591,619992.321555,-111.707857,30U,-5.457072,1.816464,0.143735,0.023205,-0.018193,2.830225,9
1422953216099669,1,INS_SOLUTION_GOOD,51.759919,-1.261303,111.583555,5735766.45231,619995.664601,-111.583555,30U,-5.639292,1.762673,0.0579,0.026135,-0.016286,2.849328,10
